CLV,Policy Type,State,Coverage,Number of Policies
3697.041,8,4,1,1
3700.385,4,0,2,1
3700.4202,8,1,2,1
3700.6782,6,1,2,1
3702.631,6,4,2,1
3703.4045,8,3,0,1
3703.4377,8,3,2,1
3703.9302,1,2,2,1
3705.2917,8,3,2,1
3707.2825,8,2,1,1
3708.8115,1,4,2,1
3709.9197,4,0,0,1
3712.4304,4,0,2,1
3713.7908,0,3,2,1
3713.8037,8,2,2,1
3716.4797,7,4,2,1
3719.2478,8,3,2,1
3721.0571,8,2,2,1
3721.3906,6,1,0,1
3722.368,8,3,0,1
3723.1145,8,0,2,1
3726.728,2,2,0,1
3728.83,8,0,1,1
3728.8735,4,2,2,1
3728.874,4,0,0,3
3730.145,4,1,2,1
3731.5046,6,2,2,1
3731.5046,6,0,2,1
3731.5046,8,3,2,1
3731.5046,0,0,2,1
3731.5046,4,1,2,1
3731.5046,0,0,2,1
3732.306,7,0,2,1
3732.345,0,0,2,1
3732.5686,8,0,0,1
3733.0347,4,3,2,1
3735.8381,8,0,0,1
3738.4363,4,2,0,1
3740.4043,4,2,0,1
3741.5708,4,2,0,1
3742.579,4,0,0,1
3744.5776,8,2,0,1
3745.3748,7,0,2,1
3746.0308,4,4,2,1
3746.7517,6,2,2,1
3746.7517,4,2,2,1
3746.7517,8,2,2,1
3746.7517,4,0,2,1
3746.7517,6,2,2,1
3746.7517,7,0,2,1
3747.061,8,1,0,1
3748.144,4,0,0,1
3748.9934,8,3,2,1
3755.2603,8,0,2,1
3755.807,8,2,2,1
3756.6387,4,3,0,1
3757.8047,4,4,2,1
3758.9507,8,4,2,1
3761.792,8,2,1,1
3763.6377,5,1,2,1
3764.465,7,4,2,1
3766.3667,4,0,2,1
3768.0864,4,1,2,1
3768.371,0,2,2,1
3771.6177,8,2,0,1
3774.8613,8,0,2,1
3776.3208,7,2,2,1
3776.6655,0,4,2,1
3781.4548,8,1,2,1
3781.6907,8,0,2,1
3785.755,6,2,2,1
3788.65,6,0,2,1
3788.8147,8,2,0,1
3790.19,4,2,2,1
3791.55,6,0,2,1
3792.1304,6,2,2,1
3792.8296,8,0,0,1
3794.9646,6,2,1,1
3796.5476,6,0,2,1
3798.3215,0,2,1,1
3799.7463,8,3,1,1
3801.2822,4,4,2,1
3801.7505,8,0,2,1
3802.9944,8,0,0,1
3803.7986,8,0,2,1
3803.9219,8,2,0,1
3807.5286,7,0,1,1
3808.122,7,3,2,1
3808.122,3,2,2,1
3808.122,7,0,2,1
3808.122,8,2,2,1
3808.122,4,0,2,1
3808.122,6,2,2,1
3810.2383,4,2,1,1
3815.3215,0,2,1,1
3815.851,8,2,2,1
3816.4087,8,0,2,1
3818.4683,5,4,1,1
3819.6194,4,2,1,1
3821.8198,7,0,2,1
3823.8538,8,4,0,1
3824.4314,8,1,2,1
3829.0906,6,2,2,1
3829.2786,4,0,2,1
3832.1182,4,0,0,1
3832.8984,8,0,2,1
3833.0667,4,0,0,1
3834.2107,4,0,0,1
3834.735,4,0,2,1
3837.3577,6,3,2,1
3837.452,5,3,2,1
3837.4924,8,2,2,1
3837.615,8,0,0,1
3838.1135,8,0,2,1
3839.1438,6,2,2,1
3839.6062,4,3,0,1
3839.746,0,0,0,1
3842.028,8,4,1,1
3842.7947,8,0,2,1
3843.965,8,0,2,1
3844.5693,4,3,2,1
3847.3528,8,0,2,1
3848.4836,1,0,2,1
3849.5967,8,2,0,1
3852.425,8,2,1,1
3853.4734,4,0,0,1
3857.7708,0,3,0,1
3857.9473,4,3,2,1
3858.8672,8,3,0,1
3861.4863,8,0,2,1
3861.4863,0,2,2,1
3861.4863,4,2,2,1
3861.4863,0,0,2,1
3861.4863,8,2,2,1
3861.4863,8,0,2,1
3863.3096,0,1,0,1
3864.7769,8,0,2,1
3867.966,8,1,2,1
3870.357,4,0,0,1
3871.0737,7,4,0,1
3871.778,8,4,1,1
3872.2222,0,4,0,6
3873.647,8,3,0,1
3873.647,8,0,0,1
3873.647,7,2,0,1
3873.647,8,4,0,1
3873.647,8,0,0,1
3873.647,8,4,0,1
3874.8687,0,2,2,1
3875.5413,8,0,0,1
3876.7727,4,4,1,1
3878.7703,8,4,2,1
3883.398,6,0,0,1
3884.8552,8,4,0,1
3885.4563,7,2,1,1
3885.4563,0,4,1,1
3885.4563,4,3,1,1
3885.4563,4,0,1,1
3885.4563,8,0,1,1
3885.4563,8,0,1,1
3886.505,7,0,0,1
3886.6475,8,0,2,1
3887.3242,8,3,2,1
3890.8708,6,4,2,1
3890.964,6,0,2,1
3891.5378,7,4,0,1
3891.584,4,4,0,1
3893.3052,6,2,0,1
3894.624,0,1,2,1
3895.0347,8,4,1,1
3895.962,0,3,2,1
3896.5728,0,0,0,1
3900.906,4,2,2,1
3903.384,4,0,1,1
3903.4749,8,0,2,1
3903.8022,8,2,2,1
3906.6697,4,3,2,1
3907.0288,4,0,0,1
3909.6365,8,0,2,1
3910.698,2,3,2,1
3911.1182,8,2,2,1
3914.7197,1,4,0,1
3915.798,4,2,0,1
3919.3667,4,3,2,1
3919.3667,8,3,2,1
3919.3667,0,4,2,1
3919.3667,6,2,2,1
3919.3667,6,0,2,1
3919.3667,6,0,2,1
3920.5112,8,3,1,1
3921.0188,4,1,2,1
3923.2654,4,3,1,1
3924.4163,7,0,0,1
3933.814,6,2,0,1
3933.814,8,1,0,1
3933.814,8,1,0,1
3933.814,8,4,0,1
3933.814,8,0,0,1
3933.814,8,0,0,1
3934.0994,4,0,1,1
3934.7126,8,3,2,1
3936.7856,8,2,0,1
3939.0063,4,0,2,1
3939.0063,5,0,2,1
3939.0063,2,2,2,1
3939.0063,7,2,2,1
3939.0063,8,0,2,1
3939.0063,1,1,2,1
3940.1235,0,2,0,1
3942.7258,4,0,2,1
3942.9172,8,0,2,1
3944.2312,8,0,0,1
3945.2417,4,0,0,1
3945.5881,4,2,0,1
3946.372,8,0,1,1
3954.3445,6,2,0,1
3954.3445,4,3,0,1
3954.3445,6,3,0,1
3954.3445,4,4,0,1
3954.3445,4,0,0,1
3954.3445,4,4,0,1
3954.5383,6,2,0,1
3958.003,4,3,0,1
3961.5862,7,0,0,1
3962.8254,8,4,2,1
3963.3948,8,4,2,1
3963.4033,6,0,2,1
3964.1514,0,2,0,1
3964.528,4,0,0,1
3964.535,8,3,0,1
3964.7307,4,4,1,1
3964.813,7,2,2,1
3966.1294,4,0,0,1
3969.433,8,3,0,1
3971.3452,0,0,0,1
3974.1382,8,0,0,1
3974.8584,8,2,0,1
3975.3215,8,2,1,1
3978.665,8,2,2,1
3979.2827,7,0,0,1
3979.3882,8,0,0,1
3979.5867,8,2,0,1
3979.719,4,0,2,1
3980.4214,8,0,2,1
3980.8386,4,1,1,1
3981.776,8,1,0,1
3982.1807,7,2,2,1
3982.266,8,4,0,1
3985.3198,8,0,0,1
3985.399,8,0,2,1
3985.5474,6,3,1,1
3991.7273,4,2,2,1
3992.584,6,0,0,1
3993.883,6,3,0,1
3995.3582,1,0,0,1
3996.7722,8,2,0,1
3997.4763,0,0,0,3
4001.519,8,3,1,1
4002.8577,4,2,0,1
4004.5513,8,3,1,1
4005.7207,4,0,0,1
4012.3193,4,0,2,1
4013.8499,6,4,0,1
4013.9456,8,0,0,1
4013.9597,8,4,2,1
4014.3328,4,0,2,1
4014.4531,8,3,2,1
4014.4531,8,0,2,1
4014.4531,8,3,2,1
4014.4531,4,2,2,1
4014.4531,8,2,2,1
4014.4531,6,0,2,1
4014.9185,6,0,0,1
4015.2144,4,2,1,1
4015.34,7,2,0,1
4015.401,4,0,0,1
4016.1328,1,3,0,1
4016.542,6,2,0,1
4017.0554,0,4,1,1
4018.885,7,2,0,1
4019.3845,6,4,0,1
4022.9636,8,3,0,1
4023.8145,8,2,1,1
4025.0955,8,3,0,1
4027.7036,8,2,0,1
4029.7234,4,0,0,1
4031.105,4,1,0,3
4031.5396,6,2,1,1
4034.9265,3,2,0,1
4035.0093,8,2,0,1
4035.6838,8,3,0,1
4035.7695,6,4,1,1
4037.502,3,2,0,1
4037.5474,8,4,1,1
4038.8647,8,0,0,1
4039.315,8,2,0,1
4041.2417,4,4,0,1
4045.341,4,0,1,1
4046.936,0,0,0,1
4048.1614,4,3,0,1
4048.7224,4,3,1,1
4049.415,4,1,1,1
4049.8071,4,2,1,1
4050.28,4,0,1,1
4050.506,8,2,0,1
4053.3738,8,4,1,1
4055.3992,6,3,2,1
4058.6687,6,2,0,1
4059.5674,6,2,1,1
4060.956,4,1,1,1
4061.5903,4,0,1,1
4061.9973,5,0,0,1
4063.3318,6,4,1,1
4064.1074,8,0,0,1
4064.1824,4,4,0,1
4064.6707,8,2,0,1
4067.0046,8,1,0,1
4068.0925,8,2,0,4
4069.7764,0,2,1,1
4070.046,8,1,0,1
4072.8494,8,0,0,1
4076.6348,4,0,0,1
4077.5012,7,0,0,1
4078.0234,6,2,0,1
4078.2903,6,3,1,1
4079.1326,7,3,1,1
4080.8188,8,2,0,1
4082.1707,6,1,0,1
4082.7046,8,2,0,1
4083.5608,8,0,0,1
4087.5125,8,0,0,1
4089.0361,0,0,0,1
4089.4294,6,1,0,1
4089.4634,0,2,0,1
4090.7507,8,3,1,1
4091.9348,8,0,1,1
4095.2017,5,0,0,1
4097.3716,0,1,1,1
4099.659,8,2,0,1
4100.3984,4,0,1,1
4100.466,4,3,1,1
4101.936,6,2,1,1
4102.2,7,2,0,1
4103.849,8,1,0,1
4105.581,8,2,0,1
4108.2573,8,2,0,1
4109.3105,8,2,0,8
4109.7935,8,1,0,1
4110.62,3,4,0,1
4111.197,7,0,0,1
4111.888,4,0,1,1
4112.625,4,1,0,9
4112.842,8,2,0,1
4115.5776,8,2,1,1
4117.3726,6,2,0,1
4117.4697,6,3,0,1
4118.539,6,0,0,1
4118.5884,4,0,1,1
4118.5884,8,0,1,1
4118.5884,4,1,1,1
4118.5884,4,2,1,1
4118.5884,0,2,1,1
4118.5884,8,0,1,1
4121.252,8,2,0,3
4122.57,4,2,0,1
4122.965,0,2,0,1
4126.6133,8,0,1,1
4127.495,4,3,0,1
4128.0913,0,2,0,1
4128.3857,1,0,0,1
4130.383,0,0,0,3
4130.629,0,4,0,1
4132.5884,8,1,0,3
4135.7754,5,4,1,1
4139.533,4,3,0,1
4139.8975,8,2,0,1
4140.6484,0,0,2,1
4142.561,8,2,1,1
4144.869,8,2,0,1
4145.0234,0,0,0,1
4145.712,7,2,1,1
4146.409,0,0,0,1
4148.5703,4,0,0,1
4150.837,7,2,1,1
4151.5513,4,1,2,1
4151.6675,4,3,0,9
4152.653,4,3,2,1
4155.9463,0,3,0,7
4157.698,4,3,0,1
4159.5938,6,1,0,3
4160.018,8,3,0,1
4160.1626,4,2,0,5
4162.1797,8,4,0,3
4163.041,8,0,0,1
4163.7935,0,2,0,1
4165.1665,6,0,1,1
4165.252,8,2,1,1
4165.3545,1,1,1,1
4165.3965,6,0,1,1
4165.9946,6,3,0,5
4167.0947,0,0,0,1
4167.4194,4,0,0,1
4167.9946,8,2,0,8
4169.357,8,1,1,1
4170.341,6,0,0,1
4170.5723,8,0,0,1
4170.6875,8,2,0,1
4170.6875,4,2,0,1
4170.6875,0,0,0,1
4170.6875,6,4,0,1
4170.6875,7,4,0,1
4170.6875,4,0,0,1
4171.187,6,4,0,1
4171.3003,8,0,0,1
4173.1406,8,3,0,1
4175.9453,0,3,0,1
4177.288,4,2,1,1
4177.666,6,1,0,1
4177.697,4,2,1,1
4177.877,6,2,1,1
4178.5864,8,3,0,1
4179.489,2,2,1,1
4185.7573,1,3,0,3
4187.7764,4,2,1,1
4191.0615,8,0,0,7
4191.9663,6,1,0,1
4194.6597,8,3,0,1
4194.9067,3,1,0,4
4196.258,6,3,1,1
4196.4297,4,3,0,1
4196.6523,6,4,0,7
4196.6895,8,1,0,1
4198.0254,4,3,0,1
4198.03,8,4,0,1
4200.3735,4,0,1,1
4200.819,8,2,0,7
4202.6636,4,2,0,1
4209.2793,7,2,1,1
4209.6826,8,3,0,1
4210.0967,7,0,0,1
4212.8027,6,3,1,1
4213.9185,6,3,1,1
4216.1953,0,3,0,1
4217.858,8,4,0,3
4219.024,8,2,0,1
4220.614,4,4,1,1
4221.3125,6,2,0,3
4222.6313,8,0,0,1
4222.9775,6,0,0,7
4223.275,8,4,0,1
4224.8325,8,2,0,8
4228.248,4,3,0,1
4228.7344,7,3,0,8
4229.9233,6,1,2,1
4233.569,4,2,1,1
4235.184,0,4,1,1
4236.3013,4,0,1,1
4236.4688,4,2,1,1
4236.8145,8,2,0,3
4236.843,0,2,0,1
4237.3706,8,2,0,1
4240.926,7,1,1,1
4241.6367,8,0,0,8
4242.693,4,3,0,7
4244.47,0,2,0,1
4247.683,7,3,0,1
4250.2827,6,0,0,7
4250.2827,4,3,0,7
4250.2827,0,2,0,7
4250.2827,8,3,0,7
4250.2827,4,2,0,7
4250.2827,8,0,0,7
4250.7754,8,1,0,1
4253.283,4,2,0,5
4254.6206,8,3,0,3
4254.6206,4,2,0,3
4254.6206,0,0,0,3
4254.6206,8,3,0,3
4254.6206,4,0,0,3
4254.6206,6,2,0,3
4257.478,8,2,1,1
4260.336,0,0,0,1
4260.709,8,4,0,3
4260.7656,4,3,0,1
4267.0767,0,2,0,1
4268.6187,8,2,0,1
4270.034,4,3,2,1
4270.034,8,3,2,1
4270.034,0,3,2,1
4270.034,0,2,2,1
4270.034,8,2,2,1
4270.034,6,0,2,1
4271.2,8,4,1,1
4272.585,7,3,0,1
4272.805,4,0,1,1
4273.588,6,2,1,1
4274.619,0,3,0,1
4276.364,8,2,1,1
4276.9155,0,3,0,3
4277.27,4,4,0,1
4277.56,8,2,0,1
4280.747,4,3,0,1
4281.062,1,3,0,1
4282.9478,8,3,0,1
4282.9478,8,2,0,1
4282.9478,4,2,0,1
4282.9478,8,4,0,1
4282.9478,8,2,0,1
4282.9478,8,0,0,1
4285.5757,8,0,0,1
4291.0566,7,0,0,7
4293.01,0,0,0,8
4293.9976,4,0,1,1
4296.604,8,2,0,1
4297.018,4,1,1,1
4297.189,8,4,1,1
4298.3784,8,0,0,1
4298.6646,8,0,0,1
4299.839,4,2,1,1
4300.9014,4,2,1,1
4303.471,4,2,0,1
4303.6377,4,4,0,1
4305.793,4,3,0,1
4305.808,8,3,0,1
4306.5596,1,2,0,1
4307.423,6,0,0,1
4307.465,6,2,0,3
4311.417,8,2,0,3
4312.6426,8,0,0,1
4312.77,6,1,0,1
4312.8696,8,0,0,3
4313.3438,4,3,2,1
4314.0654,8,2,0,5
4314.1743,6,1,0,1
4315.6704,8,4,0,1
4315.7886,8,0,0,1
4318.088,8,2,0,3
4318.433,6,2,1,1
4319.146,4,0,0,1
4322.24,8,2,0,1
4325.491,4,0,0,1
4327.099,0,3,0,1
4328.373,4,4,0,1
4328.8647,8,2,0,6
4330.386,8,0,1,1
4330.386,6,2,1,1
4330.386,6,0,1,1
4330.386,8,2,1,1
4330.386,8,2,1,1
4330.386,6,2,1,1
4330.769,7,3,0,1
4330.8,8,0,0,3
4331.4604,4,1,0,1
4334.064,8,4,2,1
4334.064,0,2,2,1
4334.064,0,3,2,1
4334.064,1,0,2,1
4334.064,8,0,2,1
4334.064,8,2,2,1
4334.211,8,2,1,1
4335.353,0,2,1,1
4335.677,7,0,0,1
4339.871,6,3,0,1
4340.0864,4,3,0,6
4340.859,4,2,2,1
4341.364,8,0,0,1
4344.5244,6,3,0,1
4344.99,1,0,0,4
4347.1597,8,0,0,1
4347.592,8,3,1,1
4348.139,1,2,0,7
4349.1045,8,2,0,1
4349.3086,6,4,0,1
4349.3086,4,2,0,1
4349.3086,4,2,0,1
4349.3086,0,4,0,1
4349.3086,7,4,0,1
4349.3086,0,0,0,1
4351.5503,6,3,1,1
4354.399,8,4,2,1
4355.702,4,0,0,4
4358.5537,7,3,0,1
4358.762,8,0,0,1
4359.742,6,0,0,9
4361.373,8,3,1,1
4362.7725,8,2,0,3
4362.931,6,0,1,1
4362.931,8,2,1,1
4362.931,4,4,1,1
4362.931,8,0,1,1
4362.931,1,1,1,1
4362.931,4,0,1,1
4363.1245,4,2,0,1
4363.198,8,4,0,7
4363.5996,6,0,0,1
4364.312,0,3,0,1
4365.257,4,0,0,1
4369.0415,8,2,1,1
4369.4966,4,0,1,1
4369.5957,8,1,0,1
4369.6978,8,2,0,1
4369.718,8,4,1,1
4371.1904,8,4,0,1
4372.1943,6,2,0,1
4372.4907,5,2,0,1
4373.3584,8,1,1,1
4374.039,5,4,1,1
4376.084,4,0,0,3
4376.364,8,2,1,1
4376.364,7,0,1,1
4376.364,4,3,1,1
4376.364,8,0,1,1
4376.364,6,4,1,1
4376.364,4,3,1,1
4377.5327,8,2,0,8
4379.77,8,0,1,1
4379.9277,8,2,0,1
4381.184,4,0,1,1
4381.8804,8,4,1,1
4383.1504,6,4,0,1
4383.7515,4,4,2,1
4384.3486,0,0,0,1
4384.8545,4,3,0,1
4386.2773,3,0,0,5
4386.2773,8,1,0,5
4386.2773,3,1,0,5
4386.2773,6,0,0,5
4386.2773,8,0,0,5
4386.2773,8,0,0,5
4387.311,7,4,0,1
4389.2793,8,1,0,1
4389.946,8,1,0,1
4392.9824,0,0,0,1
4395.8857,8,2,0,1
4397.7812,0,0,0,1
4398.047,4,0,0,3
4407.769,8,2,0,3
4407.973,7,2,0,1
4408.0713,8,2,0,1
4411.656,8,2,0,6
4413.2554,8,0,0,3
4413.2856,4,4,0,1
4414.5776,4,0,0,7
4416.206,8,3,0,1
4416.3457,6,0,0,1
4419.117,4,4,1,1
4419.5396,8,0,0,1
4420.249,8,4,0,5
4422.4097,6,0,0,3
4422.6157,8,0,0,1
4422.8833,0,1,0,1
4423.69,4,4,2,1
4424.579,1,0,0,1
4425.7495,8,2,0,1
4425.9053,8,0,0,1
4426.097,8,4,0,1
4428.0317,8,2,0,1
4428.0317,8,2,0,1
4428.0317,8,0,0,1
4428.0317,8,2,0,1
4428.0317,6,2,0,1
4428.0317,8,0,0,1
4428.0386,8,3,0,8
4428.626,4,3,0,1
4429.1934,8,2,0,1
4430.5723,8,2,0,1
4433.694,3,0,0,6
4433.9736,0,3,0,1
4434.0283,6,3,1,1
4434.411,4,1,1,1
4434.9414,8,2,0,1
4436.806,0,2,0,1
4437.8423,8,0,1,1
4439.6777,3,3,0,1
4439.901,8,2,0,1
4443.632,4,0,2,1
4443.7363,1,3,1,1
4446.739,6,0,0,3
4447.4233,6,3,1,1
4448.5645,6,0,0,3
4448.642,8,0,0,1
4450.2207,6,0,1,1
4454.1045,8,4,0,3
4455.518,1,0,0,9
4455.8433,8,0,2,1
4456.0166,0,3,1,1
4457.936,8,2,0,1
4458.1133,6,3,0,3
4458.1133,8,0,0,3
4458.1133,8,3,0,3
4458.1133,8,0,0,3
4458.1133,8,3,0,3
4458.1133,4,1,0,3
4460.4185,0,0,0,4
4462.4453,8,1,0,1
4462.997,3,0,0,5
4462.997,8,0,0,5
4462.997,0,0,0,5
4462.997,8,4,0,5
4462.997,0,0,0,5
4462.997,6,1,0,5
4463.607,6,2,0,6
4465.336,4,1,0,1
4465.6045,8,0,0,1
4466.1016,6,0,0,5
4466.9775,4,3,0,7
4467.705,0,0,0,4
4468.2207,7,4,0,9
4468.5107,8,3,0,5
4470.181,4,0,2,1
4471.748,8,0,0,9
4471.7783,8,2,2,1
4472.3345,7,3,0,1
4473.884,6,0,2,1
4474.4844,4,2,0,1
4475.0522,8,2,0,1
4475.162,0,0,0,1
4475.425,6,1,0,1
4476.814,4,2,0,3
4477.452,4,2,0,1
4479.023,5,0,0,1
4479.494,8,4,0,3
4479.5986,4,3,0,1
4481.3877,8,0,0,4
4482.015,0,4,0,1
4483.839,6,0,0,1
4484.255,4,2,0,8
4488.135,0,0,0,9
4490.5493,4,3,0,3
4490.597,8,0,0,7
4491.909,8,3,0,5
4492.2334,6,3,0,6
4492.5186,4,2,0,3
4496.9775,8,2,0,3
4499.493,8,2,2,1
4502.207,8,2,1,1
4502.4087,8,2,0,4
4502.6675,8,0,0,3
4502.6797,4,1,0,1
4502.8677,6,0,2,1
4502.98,4,1,0,6
4504.163,8,2,0,3
4505.3984,3,2,0,1
4505.406,8,2,0,1
4505.843,4,0,0,1
4505.85,4,2,0,3
4506.485,7,1,1,1
4506.5776,8,3,0,1
4506.66,8,0,0,9
4508.863,8,3,0,1
4510.194,8,2,0,1
4510.5425,0,0,0,1
4512.2046,0,2,2,1
4513.435,8,0,0,1
4514.2476,8,0,0,1
4515.184,0,2,1,1
4515.4453,0,4,1,1
4516.8115,0,0,2,1
4517.9087,8,0,0,1
4518.0244,8,0,2,6
4518.7827,6,2,0,5
4520.3394,8,0,0,4
4521.1904,3,3,0,1
4522.8833,8,3,0,9
4523.7524,0,2,0,1
4524.6426,8,3,0,3
4525.2764,6,2,0,1
4525.3657,6,3,0,3
4526.127,8,2,0,3
4526.5264,8,1,0,7
4526.606,8,2,2,1
4526.947,4,0,0,1
4528.505,5,0,1,1
4528.7373,0,2,0,1
4529.0625,4,1,0,1
4529.0723,8,2,1,1
4529.113,3,2,0,9
4529.9653,8,2,0,1
4529.9766,6,1,0,7
4530.3853,4,1,0,1
4530.531,4,2,0,1
4531.366,4,0,1,1
4531.373,8,2,2,1
4531.6753,0,3,2,1
4533.7334,2,3,0,1
4538.1177,4,2,0,3
4538.8477,8,3,0,1
4540.3813,8,0,0,1
4540.9927,6,2,0,3
4541.263,3,2,0,4
4542.4053,7,3,0,1
4547.1626,6,0,0,3
4547.322,4,0,0,3
4547.8926,8,1,1,1
4548.2915,4,0,2,1
4549.079,8,3,0,3
4549.337,4,2,0,3
4550.856,8,2,1,1
4551.0605,6,2,0,3
4553.1855,0,0,2,1
4553.8096,8,0,0,1
4554.557,8,4,0,1
4554.912,6,4,0,1
4556.0684,8,0,0,3
4556.593,4,2,0,9
4558.4287,8,4,0,3
4558.4985,8,0,0,9
4558.5923,7,2,0,8
4558.973,7,3,0,1
4561.273,5,0,1,1
4563.018,7,0,0,1
4563.8594,8,0,0,1
4563.8726,6,0,2,1
4564.5127,4,0,0,3
4566.1235,8,1,0,3
4566.3774,6,0,0,3
4567.8745,0,3,0,4
4568.8193,8,0,0,7
4569.876,6,0,2,1
4570.674,4,1,0,3
4571.5093,8,0,0,1
4571.611,4,0,0,1
4572.042,4,0,0,3
4573.998,5,4,2,1
4574.524,0,0,0,1
4574.5474,6,3,0,6
4574.925,8,3,0,1
4576.76,8,0,1,1
4579.6055,4,3,1,1
4582.1553,4,2,0,1
4582.648,8,2,0,7
4582.6743,0,2,0,1
4582.685,4,4,0,7
4582.8994,8,3,0,1
4583.101,4,2,1,1
4583.7485,4,2,0,1
4584.137,4,0,0,1
4589.9404,4,4,1,1
4590.811,8,2,1,1
4591.626,4,3,0,1
4592.1504,4,1,0,1
4594.2637,4,2,0,3
4594.293,6,0,0,1
4595.044,8,3,0,6
4595.4575,8,2,0,1
4595.5244,8,0,0,1
4598.236,8,2,0,1
4599.7593,5,0,1,1
4601.6343,8,2,0,1
4601.9136,4,0,0,1
4603.975,8,2,0,1
4605.0366,0,2,0,9
4605.0366,8,0,0,9
4605.0366,7,0,0,9
4605.0366,8,0,0,9
4605.0366,0,2,0,9
4605.0366,8,1,0,9
4605.265,0,2,0,4
4605.875,8,3,0,1
4606.2695,1,2,0,8
4607.244,0,2,0,5
4611.2544,8,2,0,7
4617.3916,8,1,0,7
4617.8384,4,2,1,1
4619.4497,6,4,0,1
4620.39,4,0,2,1
4623.5366,8,2,2,1
4623.625,4,4,0,1
4624.5576,7,3,0,6
4624.6226,4,3,0,3
4625.5483,8,0,0,1
4626.8013,7,0,0,1
4626.8013,2,0,0,1
4626.8013,6,0,0,1
4626.8013,4,0,0,1
4626.8013,6,2,0,1
4626.8013,4,0,0,1
4627.091,4,2,2,1
4628.281,8,3,0,3
4628.995,1,0,0,4
4629.9707,6,1,0,7
4630.3633,8,1,0,4
4631.011,0,3,0,1
4633.101,4,3,0,3
4633.3364,6,3,0,4
4633.453,8,4,0,1
4633.551,8,0,0,1
4634.73,4,0,0,3
4636.5464,1,0,0,5
4636.5464,3,3,0,5
4636.5464,8,3,0,5
4636.5464,0,4,0,5
4636.5464,4,0,0,5
4636.5464,8,0,0,5
4637.0347,4,0,1,1
4637.164,6,3,0,1
4637.5444,8,3,0,3
4638.9453,8,2,0,7
4639.035,7,0,1,1
4639.9814,4,0,0,1
4642.02,8,3,0,5
4643.413,6,3,2,1
4644.7007,1,2,0,6
4644.904,8,0,0,3
4645.5693,8,0,0,1
4645.839,4,1,0,3
4646.387,8,4,0,1
4647.4233,8,0,2,1
4648.539,6,2,2,1
4650.064,7,0,0,3
4650.064,8,0,0,3
4650.064,8,0,0,3
4650.064,6,0,0,3
4650.064,8,2,0,3
4650.064,8,1,0,3
4650.6826,8,2,0,3
4651.284,6,0,0,1
4652.5957,3,2,0,1
4652.8867,7,2,0,6
4652.9126,8,0,0,7
4653.094,4,2,0,4
4654.5825,8,0,1,1
4654.8413,4,3,0,4
4654.954,1,2,0,3
4655.21,4,2,1,1
4655.392,8,4,0,3
4655.606,6,0,0,1
4656.4883,4,2,2,1
4656.665,4,0,0,3
4657.1597,8,2,0,3
4660.007,4,0,0,3
4660.3994,0,2,0,1
4661.9844,4,2,0,5
4665.1294,4,3,0,3
4665.245,6,0,0,3
4666.6436,8,2,1,1
4668.043,8,2,0,1
4669.2266,8,3,1,1
4669.2266,4,3,1,1
4669.2266,6,4,1,1
4669.2266,8,0,1,1
4669.2266,6,4,1,1
4669.2266,8,2,1,1
4670.048,0,2,2,1
4670.058,8,3,1,1
4670.9536,7,0,0,4
4671.4165,8,3,0,9
4673.1963,0,0,0,1
4674.705,7,0,1,1
4678.4233,0,4,1,1
4679.9775,1,0,2,1
4681.5283,4,2,0,4
4682.2495,7,3,0,5
4683.4434,8,0,2,1
4685.5044,4,1,1,1
4686.4697,8,2,0,1
4686.4697,1,0,0,1
4686.4697,8,4,0,1
4686.4697,8,3,0,1
4686.4697,4,2,0,1
4686.4697,0,0,0,1
4686.8076,0,0,1,1
4688.4595,7,2,0,5
4690.794,6,2,1,1
4691.0435,8,0,0,3
4692.0483,8,4,0,1
4692.099,4,2,0,5
4692.165,8,3,0,4
4692.6606,4,2,0,8
4693.751,4,2,2,1
4697.153,5,4,0,7
4698.3457,0,0,2,1
4698.5215,4,0,1,1
4698.76,4,1,0,6
4698.8843,8,2,0,1
4699.034,8,4,2,1
4700.0073,8,1,0,6
4700.4214,8,0,0,9
4700.584,6,0,0,1
4703.7188,8,3,2,1
4704.1763,8,0,0,3
4705.5894,0,1,2,3
4706.677,4,0,0,7
4708.203,8,2,0,1
4709.522,6,1,0,3
4711.039,4,0,0,4
4711.08,0,2,0,6
4711.845,7,0,2,1
4713.405,8,4,0,8
4714.045,4,0,0,3
4715.2856,4,4,0,7
4715.3213,8,0,0,3
4715.469,8,0,2,1
4716.264,0,2,0,3
4717.6255,6,3,2,1
4717.629,6,0,0,3
4718.5586,8,1,0,8
4719.45,0,2,2,1
4719.762,4,2,0,6
4720.609,4,2,0,4
4721.659,8,2,0,8
4722.2373,4,4,0,3
4723.4497,0,0,0,9
4723.822,7,1,1,1
4724.786,0,4,0,1
4726.869,8,4,2,1
4726.869,6,2,2,1
4726.869,8,2,2,1
4726.869,6,2,2,1
4726.869,6,2,2,1
4726.869,4,0,2,1
4726.9634,6,2,0,6
4727.3545,4,1,0,3
4727.834,4,0,2,1
4729.5938,4,0,0,3
4729.97,1,4,2,1
4730.3555,8,4,0,3
4731.367,0,2,0,3
4731.7495,8,3,1,1
4731.844,6,0,0,7
4732.2197,8,0,0,3
4733.5073,0,3,0,3
4734.258,8,3,0,5
4735.1846,8,2,2,1
4736.348,8,0,0,3
4737.4116,8,0,0,3
